,ID ANUNCIIO,ID SCRAPE,CANTIDAD ANUNCIOS,CANTIDAD TOTAL ANUNCIOS,LATITUD,LONGITUD,CAPACIDAD,BAÑOS,DORMITORIOS,CAMAS,NOCHES MINIMAS,NOCHES MAXIMAS,MINIMO NOCHES MINIMAS,MAXIMO NOCHES MINIMAS,MINIMO NOCHES MAXIMAS,MAXIMO NOCHES MAXIMAS,PROMEDIO NOCHES MINIMAS,PROMEDIO NOCHES MAXIMAS,DISPONIBILIDAD 30D,DISPONIBILIDAD 60D,DISPONIBILIDAD 90D,DISPONIBILIDAD 365D,CANTIDAD REVIEWS,REVIEWS ULTIMOS 12M,REVIEWS ULTIMOS 30D,PUNTAJE RATING,PUNTAJE PRECISION,PUNTAJE LIMPIEZA,PUNTAJE CHECKIN,PUNTAJE COMUNICACION,PUNTAJE UBICACION,PUNTAJE VALOR,ANUNCIOS ANFITRION,ANUNCIOS HOGAR COMPLETO,ANUNCIOS HABITACION PRIVADA,ANUNCIOS HABITACION COMPARTIDA,REVIEWS POR MES,FUENTE INFO,NOMBRE ANFITRION,FECHA INICIO ANFITRION,TIEMPO DE RESPUESTA,TASA DE RESPUESTA,TASA DE ACEPTACION,SUPERANFITRION,TIPO DE PROPIEDAD,TIPO DE CUARTO,AMENIDADES,PRECIO,TIENE DISPONIBILIDAD,RESERVA INSTANTANEA
0,42515,20241229042300,1,1,46.20198,6.15672,1,1.5,1.0,1.0,3,1125,3,3,1125,1125,3.0,1125.0,28,58,88,363,79,6,1,4.74,4.73,4.78,4.86,4.84,4.85,4.55,1,0,1,0,0.49,city scrape,Noelle,2010-07-30,within a few hours,100%,88%,f,Private room in rental unit,Private room,"[""Hair dryer"", ""Bathtub"", ""Stove"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Hangers"", ""TV with standard cable"", ""Paid washer \u2013 In building"", ""Iron"", ""Oven"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Shared hot tub"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Wifi""]",$89.00,t,f
1,203997,20241229042300,6,12,46.19964,6.1558,2,1.0,1.0,0.0,5,730,5,5,1125,1125,5.0,1125.0,11,41,65,65,89,6,0,4.91,4.98,4.89,4.97,4.99,4.96,4.81,2,2,0,0,0.6,city scrape,Mike,2011-08-21,within an hour,100%,100%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Lake access"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Elevator"", ""Free dryer \u2013 In unit"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Smoke alarm"", ""Host greets you"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Heating"", ""Hot water"", ""Shampoo"", ""Wifi""]",$130.00,t,t
2,276025,20241229042300,2,2,46.28031,6.16833,3,1.0,1.0,4.0,7,360,7,7,1125,1125,7.0,1125.0,2,2,2,156,122,4,1,4.64,4.7,4.74,4.88,4.89,4.77,4.68,1,1,0,0,0.78,city scrape,Gaby,2011-11-25,within an hour,100%,100%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Lake access"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Outdoor furniture"", ""BBQ grill"", ""Indoor fireplace"", ""Dishes and silverware"", ""Kitchen"", ""Fireplace guards"", ""Essentials"", ""Baking sheet"", ""Dining table"", ""Dedicated workspace"", ""Portable fans"", ""High chair"", ""Bed linens"", ""Hangers"", ""Free dryer \u2013 In building"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Fire pit"", ""Paid parking off premises"", ""Clothing storage: closet and dresser"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Oven"", ""Toaster"", ""Body soap"", ""Baby safety gates"", ""Outdoor dining area"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Shared beach access"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""Heating"", ""Baby bath"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Hot water"", ""TV"", ""Free washer \u2013 In building"", ""Wifi""]",$70.00,t,f
3,338682,20241229042300,6,12,46.20708,6.15545,2,1.5,1.0,1.0,5,365,3,5,1125,1125,5.0,1125.0,13,13,22,22,121,5,1,4.82,4.86,4.76,4.9,4.89,4.87,4.7,2,2,0,0,0.77,city scrape,Mike,2011-08-21,within an hour,100%,100%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Elevator"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Paid parking off premises"", ""40 inch HDTV with standard cable"", ""Smoke alarm"", ""Oven"", ""Electric stove"", ""Fire extinguisher"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Heating"", ""Shampoo"", ""Cooking basics"", ""Hot water"", ""Courtyard view"", ""Wifi"", ""Self check-in""]",$133.00,t,t
4,399388,20241229042300,2,3,46.18904,6.13908,2,1.0,1.0,1.0,2,1125,2,2,1125,1125,2.0,1125.0,4,4,27,269,57,7,1,4.85,4.81,4.88,4.95,4.89,4.7,4.7,2,0,2,0,0.38,city scrape,Oscar,2012-03-23,within an hour,100%,89%,t,Private room in rental unit,Private room,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Stove"", ""Washer"", ""Wine glasses"", ""Outdoor furniture"", ""Dishes and silverware"", ""Kitchen"", ""Smoking allowed"", ""Essentials"", ""Elevator"", ""Pets allowed"", ""Window guards"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Ethernet connection"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Paid parking off premises"", ""Outdoor dining area"", ""Host greets you"", ""Outdoor playground"", ""Patio or balcony"", ""Lock on bedroom door"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Free street parking"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Sun loungers"", ""Paid parking on premises"", ""Single level home"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Blender"", ""Room-darkening shades""]",$53.00,t,f
5,411058,20241229042300,1,3,46.21127,6.1454,2,1.5,1.0,1.0,2,7,2,2,7,7,2.0,7.0,23,53,83,83,56,3,0,4.79,4.84,4.86,4.94,4.96,4.89,4.64,1,0,1,0,0.43,city scrape,Julik,2012-02-06,within a day,100%,100%,f,Private room in loft,Private room,"[""Hair dryer"", ""Lake access"", ""Stove"", ""Washer"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Mountain view"", ""City skyline view"", ""Paid parking off premises"", ""Oven"", ""Host greets you"", ""Private living room"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Free street parking"", ""Heating"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Shared hot tub"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi""]",$125.00,t,f
6,419631,20241229042300,2,2,46.1995,6.17308,2,1.5,1.0,1.0,2,14,2,2,1125,1125,2.0,1125.0,28,32,32,32,81,4,0,4.94,4.98,5.0,4.99,4.99,4.86,4.91,2,1,1,0,0.57,city scrape,Mark,2012-04-07,within an hour,100%,90%,f,Private room in rental unit,Private room,"[""Hair dryer"", ""Fast wifi \u2013 92 Mbps"", ""Lake access"", ""Shared patio or balcony"", ""Indoor fireplace: wood-burning"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Elevator"", ""Garden view"", ""Electrolux induction stove"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""72 inch HDTV with Amazon Prime Video"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Oven"", ""Lock on bedroom door"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Board games"", ""Free street parking"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Shampoo""]",$120.00,t,t
7,626512,20241229042300,2,3,46.2114,6.15107,2,1.0,1.0,2.0,30,700,3,30,700,700,29.5,700.0,7,7,7,7,52,13,0,4.98,4.94,4.96,5.0,4.98,4.83,4.73,1,1,0,0,0.35,city scrape,Enrica,2012-07-31,within an hour,100%,73%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Lake access"", ""Stove"", ""Washer"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Ethernet connection"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Smoke alarm"", ""Oven"", ""Host greets you"", ""Fire extinguisher"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Heating"", ""Pocket wifi"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi""]",$121.00,t,f
8,649023,20241229042300,1,2,46.20175,6.14852,2,1.0,1.0,1.0,1,21,1,1,1125,1125,1.0,1125.0,20,50,80,168,161,37,2,4.91,4.95,4.92,4.97,4.97,4.99,4.85,1,1,0,0,1.08,city scrape,Eliora Elena,2012-05-15,within an hour,100%,98%,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Essentials"", ""Hot tub"", ""Coffee maker"", ""Elevator"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Dishes and silverware"", ""Kitchen"", ""Hangers"", ""Lockbox""]",$101.00,t,f
9,664917,20241229042300,4,4,46.20542,6.12802,2,1.0,1.0,2.0,15,730,9,15,1125,1125,14.8,1125.0,28,32,32,32,47,2,0,4.89,4.89,4.93,4.96,4.98,4.8,4.76,4,4,0,0,0.32,city scrape,Jean-Luc,2012-08-24,within an hour,100%,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Bio Balance body soap"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Wine glasses"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Pets allowed"", ""Shower gel"", ""44 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, Roku"", ""Dining table"", ""Coffee"", ""Free dryer \u2013 In unit"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""City skyline view"", ""Paid parking off premises"", ""Smoke alarm"", ""Oven"", ""Host greets you"", ""Autre stainless steel electric stove"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",$118.00,t,f
10,693976,20241229042300,1,3,46.21716,6.13978,1,1.2,2.0,1.6,2,5,2,2,5,5,2.0,5.0,0,0,0,0,51,0,0,4.9,4.76,4.94,4.88,4.98,4.78,4.8,1,1,0,0,0.34,previous scrape,Ramon,2012-09-12,,,,f,Entire rental unit,Entire home/apt,"[""Hot tub"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Different kind to choose from / high quality products only body soap"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Mosquito net"", ""Outdoor furniture"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""AC - split type ductless system"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Clothing storage: walk-in closet"", ""Iron"", ""Mountain view"", ""48 inch HDTV with standard cable"", ""City skyline view"", ""Park view"", ""Paid parking off premises"", ""Smoke alarm"", ""Bosch electric stove"", ""Toaster"", ""Host greets you"", ""Refrigerator"", ""Microwave"", ""Free street parking"", ""Cleaning products"", ""Extra pillows and blankets"", ""Single level home"", ""Lake view"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",,,f
11,699903,20241229042300,4,4,46.2067,6.12949,2,1.2,1.0,1.6,999,1000,999,999,1125,1125,999.0,1125.0,29,59,89,89,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,0.07,previous scrape,Jean-Luc,2012-08-24,within an hour,100%,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Iron"", ""Elevator"", ""Free street parking"", ""Pets allowed"", ""Heating"", ""Dryer"", ""Washer"", ""Wifi"", ""Kitchen"", ""Hangers"", ""TV with standard cable""]",,t,t
12,703260,20241229042300,1,3,46.2057,6.1824,4,2.0,2.0,2.0,2,360,2,2,360,360,2.0,360.0,17,47,77,352,23,0,0,4.87,5.0,4.96,4.91,4.96,4.87,4.91,1,1,0,0,0.17,city scrape,Karl,2012-04-04,within a few hours,100%,0%,f,Entire rental unit,Entire home/apt,"[""Long term stays allowed"", ""Bathtub"", ""Stove"", ""Washer"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""TV with standard cable"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Free parking on premises"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Heating"", ""Backyard"", ""Dryer"", ""Cooking basics"", ""Wifi""]",$175.00,t,f
13,706264,20241229042300,1,1,46.211998,6.150082,4,1.0,1.0,2.0,4,60,1,4,1125,1125,4.0,1125.0,6,24,54,268,143,5,0,4.77,4.8,4.81,4.86,4.84,4.84,4.66,1,1,0,0,1.0,city scrape,Louis,2012-09-20,within an hour,100%,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Lake access"", ""43 inch HDTV with standard cable"", ""Books and reading material"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Wine glasses"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Induction stove"", ""Toaster"", ""Body soap"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Pocket wifi"", ""Cleaning products"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",$137.00,t,f
14,728403,20241229042300,4,12,46.21404,6.12431,4,1.2,1.0,1.6,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,54,0,0,4.74,4.81,4.96,4.8,4.94,4.63,4.61,4,1,3,0,0.36,previous scrape,Lucia,2012-10-06,within a day,100%,93%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Conditioner"", ""Long term stays allowed"", ""Hot water kettle"", ""Freezer"", ""Books and reading material"", ""Laundromat nearby"", ""Wine glasses"", ""Outdoor furniture"", ""Private entrance"", ""Breakfast"", ""Central heating"", ""Dishes and silverware"", ""Free washer \u2013 In building"", ""Kitchen"", ""Babysitter recommendations"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Ethernet connection"", ""Ceiling fan"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Free dryer \u2013 In building"", ""Iron"", ""Coffee maker"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage"", ""Paid parking off premises"", ""Oven"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Host greets you"", ""Patio or balcony"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Board games"", ""Pocket wifi"", ""Cleaning products"", ""Extra pillows and blankets"", ""Single level home"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",,t,t
15,741176,20241229042300,4,7,46.19788,6.13691,4,1.5,2.0,3.0,4,365,4,4,365,365,4.0,365.0,30,60,90,365,24,0,0,4.33,4.71,4.83,4.63,4.38,4.71,4.33,4,4,0,0,0.17,city scrape,First,2012-09-14,,,13%,f,Entire rental unit,Entire home/apt,"[""Essentials"", ""Hair dryer"", ""Dishes and silverware"", ""Iron"", ""Elevator"", ""Crib"", ""Heating"", ""Dryer"", ""Washer"", ""Game console"", ""Shampoo"", ""Wifi"", ""Exterior security cameras on property"", ""Kitchen"", ""High chair"", ""Hangers"", ""TV with standard cable""]",$355.00,t,f
16,751882,20241229042300,2,5,46.20234,6.1621,4,1.5,2.0,2.0,3,1125,3,3,1125,1125,3.0,1125.0,29,59,89,364,73,0,0,4.29,4.3,3.95,4.69,4.67,4.85,4.28,2,1,1,0,0.62,city scrape,Maysoon,2011-07-04,within a few hours,100%,67%,f,Entire rental unit,Entire home/apt,"[""Keypad"", ""Essentials"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Iron"", ""Elevator"", ""Heating"", ""Self check-in"", ""Stove"", ""Washer"", ""Hot water"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Indoor fireplace"", ""Kitchen"", ""Dedicated workspace""]",$185.00,t,f
17,751941,20241229042300,2,5,46.20282,6.16197,2,1.5,1.0,0.0,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,74,2,0,4.5,4.58,4.58,4.7,4.82,4.82,4.53,2,1,1,0,0.64,city scrape,Maysoon,2011-07-04,within a few hours,100%,67%,f,Private room in rental unit,Private room,"[""Essentials"", ""Elevator"", ""Heating"", ""Shared hot tub"", ""HDTV with DVD player"", ""Stove"", ""Washer"", ""Shampoo"", ""Wifi"", ""Indoor fireplace"", ""Kitchen"", ""Dedicated workspace""]",$80.00,t,f
18,765191,20241229042300,1,4,46.20513,6.16157,4,1.2,2.0,1.6,2,30,2,2,30,30,2.0,30.0,0,0,0,0,26,0,0,4.58,4.72,4.76,4.96,4.96,4.76,4.72,1,1,0,0,0.21,previous scrape,Lise & Olivier,2012-11-01,,,,f,Entire rental unit,Entire home/apt,"[""Essentials"", ""Hair dryer"", ""Smoking allowed"", ""Iron"", ""Elevator"", ""Pets allowed"", ""Long term stays allowed"", ""Heating"", ""Paid parking on premises"", ""Paid parking off premises"", ""Washer"", ""Shampoo"", ""Wifi"", ""Beach access \u2013 Beachfront"", ""Kitchen"", ""Hangers""]",,t,f
19,766186,20241229042300,1,1,46.20146,6.13148,4,1.0,1.0,2.0,2,1125,2,2,1125,1125,2.0,1125.0,2,13,16,45,230,22,0,4.91,4.94,4.88,4.94,4.94,4.79,4.76,1,1,0,0,1.59,city scrape,Dave,2012-10-27,within an hour,100%,100%,t,Entire loft,Entire home/apt,"[""Hair dryer"", ""Conditioner"", ""Waterfront"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Portable air conditioning"", ""Laundromat nearby"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Exercise equipment: free weights"", ""Keypad"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Coffee maker: Nespresso"", ""Dining table"", ""Paid parking lot off premises"", ""Coffee"", ""Dedicated workspace"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Electrolux double oven"", ""Clothing storage: walk-in closet"", ""Iron"", ""Fast wifi \u2013 108 Mbps"", ""Sonos sound system"", ""Mountain view"", ""Drying rack for clothing"", ""City skyline view"", ""Self check-in"", ""Smoke alarm"", ""Siemens refrigerator"", ""Toaster"", ""Theme room"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Cleaning products"", ""Extra pillows and blankets"", ""50 inch HDTV with Netflix, Amazon Prime Video, standard cable, Chromecast, Disney+, Apple TV, Fire TV"", ""Single level home"", ""Cooking basics"", ""Electrolux electric stove"", ""Hot water"", ""Shampoo"", ""River view"", ""Room-darkening shades""]",$155.00,t,f
20,775934,20241229042300,4,12,46.2116,6.12765,1,1.5,1.0,1.0,30,31,29,30,31,31,30.0,31.0,30,60,90,180,27,1,0,4.59,4.59,4.74,4.63,4.78,4.59,4.52,4,1,3,0,0.19,city scrape,Lucia,2012-10-06,within a day,100%,93%,t,Private room in rental unit,Private room,"[""Hair dryer"", ""Conditioner"", ""Long term stays allowed"", ""Hot water kettle"", ""Stove"", ""Laundromat nearby"", ""Wine glasses"", ""Breakfast"", ""Private entrance"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Smoking allowed"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Clothing storage: dresser"", ""Paid washer \u2013 In building"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Paid parking off premises"", ""Oven"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Paid dryer \u2013 In building"", ""Host greets you"", ""Lock on bedroom door"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Single level home"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",$53.00,t,f
21,800449,20241229042300,2,5,46.20442,6.12666,5,1.2,4.0,1.6,3,40,3,3,40,40,3.0,40.0,0,0,0,0,30,6,0,4.8,4.93,4.83,4.76,4.9,4.66,4.55,1,1,0,0,0.21,previous scrape,Lucas,2012-11-22,within an hour,100%,83%,f,Entire condo,Entire home/apt,"[""Hair dryer"", ""Private backyard"", ""Long term stays allowed"", ""Lake access"", ""Bathtub"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Private entrance"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Shower gel"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""High chair"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Paid parking off premises"", ""Smoke alarm"", ""Oven"", ""Body soap"", ""Outdoor dining area"", ""Host greets you"", ""Patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""Heating"", ""Children\u2019s books and toys"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi""]",,t,f
22,899661,20241229042300,1,1,46.25937,6.14957,2,1.0,2.0,1.0,12,363,12,12,363,363,12.0,363.0,0,0,0,242,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.05,city scrape,Ruth,2013-01-29,,,,f,Entire rental unit,Entire home/apt,"[""Essentials"", ""Hair dryer"", ""Iron"", ""Lake access"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Free parking on premises""]",$220.00,t,f
23,909957,20241229042300,10,12,46.20508,6.13086,5,1.0,2.0,4.0,10,1125,10,10,1125,1125,10.0,1125.0,0,4,34,309,303,1,0,4.56,4.72,4.76,4.7,4.75,4.57,4.53,3,3,0,0,2.55,city scrape,Pierre,2010-12-23,within an hour,100%,99%,f,Entire rental unit,Entire home/apt,"[""Paid parking garage off premises"", ""Hair dryer"", ""Paid parking garage on premises \u2013 1 space"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Building staff"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Pets allowed"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Shower gel"", ""Changing table"", ""Dining table"", ""Sony  sound system with aux"", ""Dedicated workspace"", ""Ethernet connection"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Smoke alarm"", ""Oven"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Fire extinguisher"", ""Refrigerator"", ""Microwave"", ""Board games"", ""Free street parking"", ""Crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""Shampoo"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Courtyard view"", ""Wifi"", ""Self check-in"", ""Blender"", ""Room-darkening shades""]",$130.00,t,f
24,914760,20241229042300,6,6,46.19201,6.15662,4,1.0,1.0,1.0,7,365,7,7,365,365,7.0,365.0,19,19,45,270,13,0,0,4.92,4.92,4.85,4.62,4.69,4.92,4.62,4,4,0,0,0.09,city scrape,Claris,2013-01-30,a few days or more,40%,49%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Lake access"", ""Washer"", ""Private hot tub"", ""Dishes and silverware"", ""Kitchen"", ""Keypad"", ""Essentials"", ""Elevator"", ""Dedicated workspace"", ""High chair"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Oven"", ""Patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Free street parking"", ""Crib"", ""Heating"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Self check-in""]",$150.00,t,f
25,921964,20241229042300,1,1,46.21597,6.03816,2,1.0,1.0,2.0,4,90,4,4,90,90,4.0,90.0,29,59,86,86,4,2,0,5.0,4.75,5.0,5.0,5.0,4.75,5.0,1,0,1,0,0.03,city scrape,Odrey,2012-06-14,,,75%,f,Private room in rental unit,Private room,"[""Private backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Shared patio or balcony"", ""Bathtub"", ""Freezer"", ""Valley view"", ""Wine glasses"", ""Outdoor furniture"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""TV with Amazon Prime Video, Netflix"", ""Essentials"", ""Baking sheet"", ""Garden view"", ""Pets allowed"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Rice maker"", ""Bed linens"", ""Hangers"", ""Free dryer \u2013 In building"", ""Iron"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Induction stove"", ""Oven"", ""Toaster"", ""Outdoor dining area"", ""Host greets you"", ""Lock on bedroom door"", ""Refrigerator"", ""Free parking on premises"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Pocket wifi"", ""Sun loungers"", ""Single level home"", ""Vineyard view"", ""Cooking basics"", ""Hot water"", ""Courtyard view"", ""Wifi"", ""Blender"", ""Room-darkening shades""]",$60.00,t,f
